Time Stamp,Region,Latitude,Longitude,Density,zipcode
07-19-2021,Hancock Park,34.0677881,-118.33257649999999,0.06530684222901481,90036
07-19-2021,Harbor City,33.79110120000001,-118.3012604,0.09441737136305002,90710
07-19-2021,Harbor Gateway,33.8542249,-118.29921979999999,0.12024403509186785,90248
07-19-2021,Harbor Pines,33.78256810000001,-118.30693020000001,0.07888839085611833,90717
07-19-2021,Harvard Heights,34.047110499999995,-118.3054828,0.1549920198616776,90006
07-19-2021,Harvard Park,33.9839471,-118.30462279999999,0.1980088793219427,90062
07-19-2021,Hawaiian Gardens,33.8284787,-118.0743137,0.15206168286959434,90716
07-19-2021,Hawthorne,33.9188589,-118.34832560000001,0.09773572330573874,90250
07-19-2021,Hermosa Beach,33.86428,-118.39591000000001,0.05845352998590175,90254
07-19-2021,Hidden Hills,34.164091,-118.65783700000001,0.0512,91367
07-19-2021,Highland Park,34.1099469,-118.1969828,0.12737331553795153,90042
07-19-2021,Historic Filipinotown,34.882979999999996,-114.7569,0.15359052160092473,86440
07-19-2021,Hollywood,34.0980031,-118.32952320000001,0.08550377707380702,90028
07-19-2021,Hollywood Hills,34.1311792,-118.33554740000001,0.059632549578022435,90068
07-19-2021,Huntington Park,33.982704299999995,-118.21203429999998,0.19052900450359614,90255
07-19-2021,Hyde Park,33.9805691,-118.3306308,0.136986301369863,90043
07-19-2021,Industry,34.0197335,-117.95867539999999,0.17261904761904762,91744
07-19-2021,Inglewood,33.9562003,-118.353132,0.12198454782182727,90301
07-19-2021,Irwindale,34.1069927,-117.9342148,0.17391304347826084,91722
07-19-2021,Jefferson Park,34.0272344,-118.31757560000001,0.15494419932520115,90018
07-19-2021,Koreatown,34.05801339999999,-118.3008095,0.10949340308497134,90010
07-19-2021,La Canada Flintridge,34.1998302,-118.2005236,0.048344222790847886,91011
07-19-2021,La Habra Heights,33.96045460000001,-117.9504255,0.01969149983590417,90631
07-19-2021,La Mirada,33.906097100000004,-118.0107092,0.08963041646826124,90638
07-19-2021,La Puente,34.01979,-117.95036770000002,0.16749219872207638,91744
07-19-2021,La Verne,34.10084260000001,-117.7678355,0.08865873783645364,91767
07-19-2021,Lafayette Square,34.046406,-118.33379,0.11758336942399307,90019
07-19-2021,Lake Balboa,34.1811656,-118.495236,0.13659388216779778,91406
07-19-2021,Lake Los Angeles,34.6127395,-117.84039550000001,0.0017334360554699538,93591
07-19-2021,Lakeview Terrace,34.139661700000005,-117.89862509999999,0.17817961715971856,91722
07-19-2021,Lakewood,33.8503463,-118.11719140000001,0.07087814378863579,90713
07-19-2021,Lancaster,34.6981064,-118.13661529999999,0.13547466264036992,93534
07-19-2021,Lawndale,33.8885217,-118.3531991,0.10778556544800152,90260
07-19-2021,Leimert Park,34.007702,-118.33206270000001,0.10935355251977254,90008
07-19-2021,Lincoln Heights,34.081248200000005,-118.2034419,0.1625294209948219,90031
07-19-2021,Little Armenia,34.0981716,-118.30449660000001,0.15901485744880206,90029
07-19-2021,Little Bangladesh,34.056179,-118.27190800000001,0.1012380615493456,90057
07-19-2021,Little Tokyo,34.04821679999999,-118.2411814,0.09576470588235296,90013
07-19-2021,Lomita,33.8036545,-118.3195014,0.03416264389157074,90717
07-19-2021,Longwood,33.973537,-118.4263953,0.13943202979515829,90094
07-19-2021,Los Feliz,34.1100408,-118.2889236,0.054036995678982375,90027
07-19-2021,Lynwood,33.924831,-118.2024154,0.1867597556414412,90262
07-19-2021,Malibu,34.035591,-118.689423,0.03827712961483139,90263
07-19-2021,Manchester Square,33.966374,-118.31337749999999,0.12112027158098933,90305
07-19-2021,Mandeville Canyon,34.0610395,-118.49498009999999,0.051784022734449014,90402
07-19-2021,Manhattan Beach,33.8915985,-118.39512409999999,0.026457243854886025,90266
07-19-2021,Mar Vista,34.0037605,-118.43916409999999,0.05471300155677196,90066
07-19-2021,Marina Peninsula,33.74871270000001,-118.1227115,0.03493737640079104,90803
07-19-2021,Maywood,33.9866807,-118.185349,0.127001350308642,90270
07-19-2021,Melrose,34.0536909,-118.2427666,0.11068905857713372,90079
07-19-2021,Mid-city,34.0415271,-118.3603703,0.023193252871891813,90016
07-19-2021,Miracle Mile,34.008544,-118.13341499999999,0.06320265625910176,90640
07-19-2021,Mission Hills,34.257224900000004,-118.4670285,0.18908656512649855,91345
07-19-2021,Monrovia,34.1483499,-118.0014517,0.08794597756154622,91016
07-19-2021,Montebello,34.0159398,-118.111975,0.16196199651660886,90640
07-19-2021,Monterey Park,34.051522,-118.129807,0.07995615254986012,91755
07-19-2021,Mt. Washington,34.0988396,-118.22110690000001,0.12595634320293927,90065
07-19-2021,North Hills,34.2429575,-118.4854081,0.1630341660669614,91343
07-19-2021,North Hollywood,34.1729044,-118.37403710000001,0.1456232159847764,91601
07-19-2021,Northridge,34.2345615,-118.53693159999999,0.11345989791934763,91324
07-19-2021,Norwalk,33.909280200000005,-118.0849169,0.15576725025746652,90650
07-19-2021,Pacific Palisades,34.0480643,-118.5264706,0.0433439521189304,90402
07-19-2021,Pacoima,34.262502500000004,-118.427027,0.2290050325015727,91331
07-19-2021,Palisades Highlands,34.040067,-118.34594799999999,0.039807302231237324,90019
07-19-2021,Palmdale,34.5793131,-118.1171108,0.1588399952407492,93551
07-19-2021,Palms,34.024732799999995,-118.4116152,0.06294272883003843,90034
07-19-2021,Palos Verdes Estates,33.7872386,-118.40181299999999,0.03823088455772114,90277
07-19-2021,Panorama City,34.2242902,-118.44537450000001,0.19333698969188148,91402
07-19-2021,Paramount,33.898917,-118.17100500000001,0.17972432192085372,90723
07-19-2021,Park La Brea,34.067401600000004,-118.35523629999999,0.05557340186315452,90036
07-19-2021,Pasadena,34.14764520000001,-118.14447790000001,0.06596197169373284,91101
07-19-2021,Pico Rivera,33.9830688,-118.09673500000001,0.1761849747080497,90660
07-19-2021,Pico-Union,34.0465669,-118.28789420000001,0.16144993730969012,90006
07-19-2021,Playa Del Rey,33.9550828,-118.4367496,0.010868604753910048,90293
07-19-2021,Playa Vista,33.976010200000005,-118.4181654,0.049656395477721126,90094
07-19-2021,Pomona,34.05538129999999,-117.75174960000001,0.15810143340886526,91766
07-19-2021,Porter Ranch,34.2818164,-118.56127140000001,0.07629128862005574,91326
07-19-2021,Rancho Palos Verdes,33.7483311,-118.3707683,0.03728908362077002,90275
07-19-2021,Rancho Park,34.034446100000004,-118.4252632,0.060180995475113123,90064
07-19-2021,Redondo Beach,33.8455911,-118.38867659999998,0.04346759766864793,90277
07-19-2021,Regent Square,34.0615961,-118.44655209999999,0.09658678286129267,90025
07-19-2021,Reseda,34.200078399999995,-118.53698840000001,0.1589131051628856,91335
07-19-2021,Reseda Ranch,34.276514500000005,-118.53637040000001,0.1507653596141749,91326
07-19-2021,Reynier Village,34.035522799999995,-118.38647079999998,0.06710430342815463,90034
07-19-2021,Rolling Hills,33.7668041,-118.34966229999999,0.018645121193287758,90275
07-19-2021,Rolling Hills Estates,33.787794299999995,-118.3581284,0.03659707223422126,90505
07-19-2021,Rosemead,34.0676169,-118.08797630000001,0.09123106542191872,91770
07-19-2021,Rowland Heights,33.976123799999996,-117.9053395,0.07266578849065136,91748
07-19-2021,San Dimas,34.1066756,-117.8067257,0.09723274104281968,91773
07-19-2021,San Fernando,34.28497,-118.437652,0.11030140379851362,91340
07-19-2021,San Gabriel,34.0991325,-118.1086041,0.0819875468234477,91776
07-19-2021,San Marino,34.1215947,-118.1057394,0.03029368688815232,91108
07-19-2021,San Pedro,33.7358518,-118.2922934,0.10280596068484464,90731
07-19-2021,Santa Clarita,34.3916641,-118.54258600000001,0.09646419518955487,91381
07-19-2021,Santa Fe Springs,33.9480787,-118.06914990000001,0.16367612425703712,90670
07-19-2021,Santa Monica,34.019470399999996,-118.4912273,0.05442672090782572,90403
07-19-2021,Santa Monica Mountains,34.031132,-118.26150700000001,0.16687199014447307,90015
07-19-2021,Shadow Hills,34.2619469,-118.3517463,0.08745980707395498,91040
07-19-2021,Sherman Oaks,34.1508718,-118.4489865,0.07288894123189259,91403
07-19-2021,Sierra Madre,34.1616729,-118.0528456,0.046133484590659864,91024
07-19-2021,Signal Hill,33.804826,-118.168259,0.1261727596247169,90755
07-19-2021,Silverlake,34.092940999999996,-118.2697155,0.07857193387884076,90026
07-19-2021,South Carthay,34.056121399999995,-118.37341090000001,0.15536374845869294,90211
07-19-2021,South El Monte,34.0519548,-118.04673390000002,0.11336247268186075,91733
07-19-2021,South Gate,33.9463456,-118.200981,0.1896549995488224,90280
07-19-2021,South Park,33.9959381,-118.2697608,0.19967257990928847,90011
07-19-2021,South Whittier,33.9435081,-118.03478270000001,0.007657914764079147,90605
07-19-2021,St Elmo Village,34.006541,-118.15756499999999,0.15349642779822473,90040
07-19-2021,Stevenson Ranch,34.3864721,-118.5826635,0.0027081125632874127,91381
07-19-2021,Studio City,34.148398900000004,-118.39618770000001,0.06900681776303667,91604
07-19-2021,Sun Valley,34.2175042,-118.37035759999999,0.18280871670702176,91605
07-19-2021,Sunland,34.266946600000004,-118.3023,0.11660952948775274,91040
07-19-2021,Sycamore Square,34.329077000000005,-118.4660031,0.05778491171749599,91321
07-19-2021,Sylmar,34.307625200000004,-118.44921480000001,0.1983956574185766,91340
07-19-2021,Tarzana,34.171443599999996,-118.54297890000001,0.1155045779253446,91356
07-19-2021,Temple City,34.1082994,-118.05775679999999,0.06586481821419765,91780
07-19-2021,Temple-Beaudry,34.062884600000004,-118.25125290000001,0.1349762190978937,90012
07-19-2021,Thai Town,34.1018533,-118.3048616,0.097550630898102,90029
07-19-2021,Toluca Lake,34.1521688,-118.35714170000001,0.06477541371158392,91602
07-19-2021,Toluca Terrace,34.1521688,-118.35714170000001,0.10671378091872792,91602
07-19-2021,Toluca Woods,34.060921,-118.258622,0.060955518945634266,90071
07-19-2021,Torrance,33.83584920000001,-118.34062879999999,0.05236355207722618,90503
07-19-2021,Tujunga,34.252225,-118.2884105,0.10914091336759063,91214
07-19-2021,University Hills,34.06803529999999,-118.1733524,0.08702481935281181,90032
07-19-2021,University Park,34.027449,-118.2839493,0.14610663136358165,90007
07-19-2021,Valinda,34.0384785,-117.933559,0.08025280771154457,91744
07-19-2021,Valley Glen,34.182637899999996,-118.41386659999999,0.13722759869108125,91401
07-19-2021,Valley Village,34.16371470000001,-118.3965758,0.09066141336239417,91607
07-19-2021,Van Nuys,34.1866193,-118.4486669,0.16551991579413886,91411
07-19-2021,Venice,33.995044,-118.4668875,0.05443951647969389,90291
07-19-2021,Vermont Knolls,33.9668188,-118.29167,0.16906244544026072,90044
07-19-2021,Vermont Square,34.0019449,-118.3002125,0.20722958057395144,90062
07-19-2021,Vermont Vista,33.9419475,-118.2858138,0.193385057181722,90044
07-19-2021,Vernon,34.007135,-118.22525,1.3297872340425532,90058
07-19-2021,Vernon Central,34.007135,-118.22525,0.22098381316214408,90058
07-19-2021,Victoria Park,34.046688700000004,-118.3307729,0.13305356702048876,90019
07-19-2021,View Heights,34.033882,-118.34771299999998,0.07242848447961046,90016
07-19-2021,Walnut,34.020289399999996,-117.86533859999999,0.0598662985997938,91789
07-19-2021,Watts,33.9405674,-118.24284850000001,0.18412881796519606,90002
07-19-2021,Wellington Square,34.043033,-118.331976,0.12505219206680585,90019
07-19-2021,West Adams,34.0294356,-118.35248329999999,0.1547086900522767,90016
07-19-2021,West Covina,34.0686208,-117.93895259999998,0.12187058910927864,91790
07-19-2021,West Hills,34.2032325,-118.645476,0.08476960057280213,91304
07-19-2021,West Hollywood,34.0923014,-118.36928940000001,0.07279650576772315,90069
07-19-2021,West Los Angeles,34.0463986,-118.44813500000001,0.07689347079037799,90025
07-19-2021,West Vernon,34.007135,-118.22525,0.19854241981386048,90058
07-19-2021,West Whittier/Los Nietos,34.036211,-118.219955,0.16506955177743432,90033
07-19-2021,Westchester,33.9597349,-118.40063219999999,0.05308632211633517,90045
07-19-2021,Westlake,34.0629226,-118.27282040000001,0.13274618888347312,90057
07-19-2021,Westlake Village,34.1460234,-118.8061794,0.013967447766362693,91301
07-19-2021,Westwood,34.05612070000001,-118.43063470000001,0.05516387909697743,90025
07-19-2021,Whittier,33.9708782,-118.0308396,0.1140963296273129,90602
07-19-2021,Wholesale District,34.0365749,-118.2354342,0.15552956899432008,90021
07-19-2021,Willowbrook,33.918786299999994,-118.2343933,0.02540898016011138,90222
07-19-2021,Wilmington,33.7800164,-118.2625095,0.16008914476738784,90744
07-19-2021,Wilshire Center,34.0615146,-118.4327712,0.1142384435983814,90024
07-19-2021,Winnetka,34.2058826,-118.57093400000001,0.14286301341716492,91306
07-19-2021,Woodland Hills,34.1684364,-118.6058382,0.07893181213608016,91367
